,model,validation f1 mean,validation f1 std,validation precision mean,validation precision std,validation recall mean,validation recall std,validation loss mean,validation loss std,validation auc mean,validation auc std
146,g__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
147,g_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
148,g___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
149,g___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
150,g_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.38744656,0.152678903,0.285248921,0.123840325,0.752770563,0.120574731,0.565844631,0.018315204,0.69430271,0.082111156
151,__conpool__allergy_None_PCA_LSTM__None.pth,0.398980134,0.153039846,0.346588978,0.153736155,0.789238817,0.125120649,0.689478505,0.001715988,0.694702369,0.073883132
152,__conpool__allergy_None_PCA_LSTM_padded_None.pth,0.398980134,0.153039846,0.346588978,0.153736155,0.789238817,0.125120649,0.689478505,0.001715988,0.694702369,0.073883132
153,____allergy_None__LSTM__None.pth,0.399544601,0.153093685,0.360258098,0.186698692,0.839758297,0.127536857,0.666596657,0.008271322,0.694814587,0.103684775
154,allergy_None__LSTM_padded_None.pth,0.399544601,0.153093685,0.360258098,0.186698692,0.839758297,0.127536857,0.666596657,0.008271322,0.694814587,0.103684775
155,____allergy_None__LSTM_padded_None.pth,0.399544601,0.153093685,0.360258098,0.186698692,0.839758297,0.127536857,0.666596657,0.008271322,0.694814587,0.103684775
156,allergy__LSTM_padded_mean.pth,0.39337856,0.143646481,0.361242819,0.18558474,0.856424964,0.125593418,0.666407478,0.008681898,0.695493241,0.079272895
157,allergy__LSTM_padded_mice.pth,0.39337856,0.143646481,0.361242819,0.18558474,0.856424964,0.125593418,0.666407472,0.008681886,0.695513331,0.079134387
158,__conpool__allergy_None__CNNLSTM_padded_mice.pth,0.378046476,0.125098377,0.289475227,0.130000717,0.825670996,0.121178149,0.682487047,0.004845985,0.695919328,0.093878792
159,__conpool__allergy_None__CNNLSTM_padded_mean.pth,0.383592453,0.125883503,0.300601277,0.13030958,0.838170996,0.119157958,0.682487047,0.004845984,0.697500301,0.093814926
160,allergy_phylum__LSTM__mice.pth,0.394914197,0.153120504,0.314690327,0.146536749,0.814635642,0.122325097,0.677480358,0.004766235,0.700247956,0.082440521
161,allergy_phylum__LSTM__mean.pth,0.394914197,0.153120504,0.314690327,0.146536749,0.814635642,0.122325097,0.677480358,0.004766235,0.700247956,0.082440521
162,allergy_phylum__LSTM__None.pth,0.394914197,0.153120504,0.314690327,0.146536749,0.814635642,0.122325097,0.677480358,0.004766235,0.700247956,0.082440521
163,_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
164,_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
165,_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
166,_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
167,_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
168,_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
169,_df__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
170,_df_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.389513382,0.152344355,0.279581255,0.117462298,0.75991342,0.124370712,0.552976042,0.020535854,0.700742276,0.079357492
171,__conpool__allergy_None__LSTM_padded_None.pth,0.411937073,0.146631386,0.376153846,0.15374633,0.798878066,0.116452262,0.702277565,0.003933232,0.700770474,0.084663217
172,__conpool__allergy_None__LSTM__None.pth,0.411937073,0.146631386,0.376153846,0.15374633,0.798878066,0.116452262,0.702277565,0.003933232,0.700770474,0.084663217
173,_df_conpool__allergy_None__CNNLSTM__None.pth,0.385086061,0.124389176,0.311277492,0.173771721,0.836222944,0.120470113,0.682480359,0.004826157,0.702707105,0.093966496
174,_df_conpool__allergy_None__CNNLSTM_padded_None.pth,0.385086061,0.124389176,0.311277492,0.173771721,0.836222944,0.120470113,0.682480359,0.004826157,0.702707105,0.093966496
175,allergy_None__LSTM__mean.pth,0.415306899,0.137941715,0.527602496,0.293125464,0.829909812,0.127089454,0.666407049,0.00835799,0.703441239,0.092981736
176,allergy_None__LSTM__mice.pth,0.415306899,0.137941715,0.527602496,0.293125464,0.829909812,0.127089454,0.666407037,0.008357986,0.703710781,0.093390844
177,transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.41073585,0.154060305,0.332159368,0.152277619,0.796580087,0.119056387,0.6147035,0.008708383,0.704182043,0.081394732
178,__conpool__allergy_None_PCA_LSTM_padded_GAIN.pth,0.41258458,0.147861792,0.394325813,0.245988348,0.780898268,0.140635597,0.693455845,0.010385902,0.704461589,0.069758743
179,_____allergy_None_PCA_CNNLSTM_padded_mice.pth,0.389950614,0.147729341,0.284094216,0.12271072,0.792135642,0.133428945,0.682035059,0.005677265,0.7045524,0.076970034
180,____allergy_None_PCA_CNNLSTM_padded_mice.pth,0.404648411,0.152316596,0.3066241,0.143993387,0.792135642,0.133428945,0.680165899,0.005619771,0.704995533,0.089316352
181,allergy_None_PCA_CNNLSTM_padded_mice.pth,0.404648411,0.152316596,0.3066241,0.143993387,0.792135642,0.133428945,0.680165899,0.005619771,0.704995533,0.089316352
182,allergy_None_PCA_CNNLSTM__mice.pth,0.404648411,0.152316596,0.3066241,0.143993387,0.792135642,0.133428945,0.680165899,0.005619771,0.704995533,0.089316352
183,allergy_class__CNNLSTM_padded_None.pth,0.400185185,0.145450209,0.32405551,0.134395778,0.856424964,0.125593418,0.728020793,0.004026799,0.705227979,0.068976322
184,allergy_class__CNNLSTM__None.pth,0.400185185,0.145450209,0.32405551,0.134395778,0.856424964,0.125593418,0.728020793,0.004026799,0.705227979,0.068976322
185,__conpool__allergy_None_PCA_CNNLSTM_padded_mean.pth,0.397077113,0.112510098,0.309608246,0.122019254,0.831778499,0.12039223,0.702466643,0.003881238,0.705991221,0.09162371
186,__conpool__allergy_None_PCA_LSTM_padded_mice.pth,0.411606272,0.158908291,0.342337332,0.17597941,0.763961039,0.12266,0.689284754,0.001926375,0.706688255,0.082123377
187,allergy_phylum__LSTM_padded_mean.pth,0.415525813,0.161981569,0.350750359,0.161554597,0.812135642,0.117123258,0.677485627,0.004776416,0.706987979,0.081097375
188,allergy_phylum__LSTM_padded_mice.pth,0.415525813,0.161981569,0.350750359,0.161554597,0.812135642,0.117123258,0.677485627,0.004776416,0.706987979,0.081097375
189,__conpool__allergy_None_PCA_LSTM_padded_mean.pth,0.414939606,0.161062523,0.354764868,0.203655163,0.763961039,0.12266,0.689284784,0.001926375,0.707456024,0.080679915
190,__conpool__allergy_None_PCA_CNNLSTM_padded_mice.pth,0.397969738,0.114271115,0.315028815,0.115687543,0.831778499,0.12039223,0.702466631,0.00388124,0.70843795,0.093602979
191,allergy__CNNLSTM__mice.pth,0.409059575,0.111530289,0.448527531,0.244232428,0.838369408,0.126001886,0.679748052,0.007318507,0.709606588,0.081716249
192,allergy__CNNLSTM_padded_mice.pth,0.409059575,0.111530289,0.448527531,0.244232428,0.838369408,0.126001886,0.679748052,0.007318507,0.709606588,0.081716249
193,allergy_phylum__CNNLSTM__None.pth,0.404001819,0.149473038,0.316359463,0.126808424,0.856424964,0.125593418,0.673944855,0.010233191,0.709829604,0.090088175
194,allergy_phylum__CNNLSTM_padded_None.pth,0.404001819,0.149473038,0.316359463,0.126808424,0.856424964,0.125593418,0.673944855,0.010233191,0.709829604,0.090088175
195,____allergy_None_PCA_CNNLSTM_padded_GAIN.pth,0.412804461,0.146415322,0.341228918,0.157775109,0.802135642,0.121903939,0.68010034,0.005614286,0.711294121,0.082385588
196,allergy_None_PCA_CNNLSTM_padded_GAIN.pth,0.412804461,0.146415322,0.341228918,0.157775109,0.802135642,0.121903939,0.68010034,0.005614286,0.711294121,0.082385588
197,allergy_None_PCA_CNNLSTM__GAIN.pth,0.412804461,0.146415322,0.341228918,0.157775109,0.802135642,0.121903939,0.68010034,0.005614286,0.711294121,0.082385588
198,attention_self_distil_____allergy_None__CNNLSTM_padded_GAIN.pth,0.414419366,0.146958987,0.364657865,0.179482735,0.797968975,0.118584971,4.046425772,0.031776716,0.711311358,0.080120042
199,_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
200,transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
201,__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
202,___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
203,_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
204,__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
205,___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
206,transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_None.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554383439,0.023645518,0.712074175,0.099280985
207,_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
208,_transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
209,__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
210,transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mean.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554383439,0.023645518,0.712074175,0.099280985
211,__transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
212,___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_GAIN.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
213,___transfer_mmc7_to_allergy_mmc7_phylum__CNNLSTM_padded_mice.pth,0.419541176,0.156003311,0.351272489,0.201423219,0.779437229,0.128285498,0.554374135,0.023623726,0.712074175,0.099280985
214,best_phylum_mmc7_mmc7_phylum__CNNLSTM_padded_None.pth,0.410732351,0.151280039,0.327162367,0.161696569,0.796580087,0.119056387,0.610610032,0.010426596,0.712750854,0.083650295
215,allergy_None_PCA_CNNLSTM__mean.pth,0.40826951,0.156144483,0.313529711,0.14842171,0.801226551,0.137915379,0.680165905,0.005619771,0.712786364,0.101188986
216,allergy_None_PCA_CNNLSTM_padded_mean.pth,0.40826951,0.156144483,0.313529711,0.14842171,0.801226551,0.137915379,0.680165905,0.005619771,0.712786364,0.101188986
217,____allergy_None_PCA_CNNLSTM_padded_mean.pth,0.40826951,0.156144483,0.313529711,0.14842171,0.801226551,0.137915379,0.680165905,0.005619771,0.712786364,0.101188986
218,allergy_PCA_CNNLSTM__None.pth,0.406469997,0.14475129,0.394013487,0.244855491,0.802135642,0.121903939,0.68010034,0.005614286,0.713591426,0.081530721
219,allergy_PCA_CNNLSTM_padded_None.pth,0.406469997,0.14475129,0.394013487,0.244855491,0.802135642,0.121903939,0.68010034,0.005614286,0.713591426,0.081530721
220,allergy_None__LSTM_padded_mice.pth,0.434177437,0.153153537,0.371637283,0.144062453,0.769758297,0.157833467,0.666376734,0.008558335,0.713635799,0.105142995
221,____allergy_None__LSTM_padded_mice.pth,0.434177437,0.153153537,0.371637283,0.144062453,0.769758297,0.157833467,0.666376734,0.008558335,0.713635799,0.105142995
222,____allergy_None__LSTM_padded_mean.pth,0.434177437,0.153153537,0.371637283,0.144062453,0.769758297,0.157833467,0.666376746,0.008558343,0.713635799,0.105142995
223,allergy_None__LSTM_padded_mean.pth,0.434177437,0.153153537,0.371637283,0.144062453,0.769758297,0.157833467,0.666376746,0.008558343,0.713635799,0.105142995
224,allergy_None__CNNLSTM_padded_mean.pth,0.429393272,0.127814338,0.405500382,0.229689471,0.838369408,0.126001886,0.679607886,0.007271131,0.716767252,0.088220301
225,____allergy_None__CNNLSTM_padded_mean.pth,0.429393272,0.127814338,0.405500382,0.229689471,0.838369408,0.126001886,0.679607886,0.007271131,0.716767252,0.088220301
226,allergy_None__CNNLSTM__mean.pth,0.429393272,0.127814338,0.405500382,0.229689471,0.838369408,0.126001886,0.679607886,0.007271131,0.716767252,0.088220301
227,allergy_order__LSTM_padded_None.pth,0.403186552,0.110821868,0.317910785,0.116067136,0.856424964,0.125593418,0.69028495,0.004443,0.717141205,0.068216647
228,allergy_None__CNNLSTM__mice.pth,0.436036725,0.120129161,0.408504338,0.226136145,0.838369408,0.126001886,0.679607886,0.007271131,0.720848958,0.094059342
229,____allergy_None__CNNLSTM_padded_mice.pth,0.436036725,0.120129161,0.408504338,0.226136145,0.838369408,0.126001886,0.679607886,0.007271131,0.720848958,0.094059342
230,allergy_None__CNNLSTM_padded_mice.pth,0.436036725,0.120129161,0.408504338,0.226136145,0.838369408,0.126001886,0.679607886,0.007271131,0.720848958,0.094059342
231,____allergy_None_PCA_CNNLSTM__None.pth,0.415828024,0.150324857,0.357774944,0.189416317,0.807691198,0.126894733,0.680541444,0.005436485,0.723145663,0.083484019
232,____allergy_None_PCA_CNNLSTM_padded_None.pth,0.415828024,0.150324857,0.357774944,0.189416317,0.807691198,0.126894733,0.680541444,0.005436485,0.723145663,0.083484019
233,allergy_None_PCA_CNNLSTM__None.pth,0.415828024,0.150324857,0.357774944,0.189416317,0.807691198,0.126894733,0.680541444,0.005436485,0.723145663,0.083484019
234,allergy_None_PCA_CNNLSTM_padded_None.pth,0.415828024,0.150324857,0.357774944,0.189416317,0.807691198,0.126894733,0.680541444,0.005436485,0.723145663,0.083484019
235,allergy__CNNLSTM_padded_mean.pth,0.433776707,0.108248182,0.495979927,0.278487995,0.838369408,0.126001886,0.679748052,0.007318507,0.725783955,0.088405722
236,allergy__CNNLSTM__mean.pth,0.433776707,0.108248182,0.495979927,0.278487995,0.838369408,0.126001886,0.679748052,0.007318507,0.725783955,0.088405722
237,allergy_None_PCA_LSTM__GAIN.pth,0.407999476,0.148137001,0.358019991,0.173073557,0.838170996,0.119157958,0.692239714,0.004455434,0.726523963,0.077022686
238,_df_conpool__allergy_None_PCA_CNNLSTM__None.pth,0.389648487,0.12964595,0.315595768,0.124989998,0.838170996,0.119157958,0.702509058,0.003705728,0.726858404,0.06434293
239,_df_conpool__allergy_None_PCA_CNNLSTM_padded_None.pth,0.389648487,0.12964595,0.315595768,0.124989998,0.838170996,0.119157958,0.702509058,0.003705728,0.726858404,0.06434293
240,attention_self_distil_____allergy_None_PCA_LSTM_padded_mean.pth,0.433135208,0.139258974,0.416894224,0.191695619,0.826980519,0.118339453,4.064864635,0.056662111,0.728191916,0.095188856
241,attention______allergy_None__CNNLSTM__None.pth,0.441198549,0.143842793,0.455260524,0.243963909,0.809837662,0.119619665,0.712235188,0.020075013,0.729546976,0.058893898
242,attention______allergy_None__CNNLSTM_padded_None.pth,0.441198549,0.143842793,0.455260524,0.243963909,0.809837662,0.119619665,0.712235188,0.020075013,0.729546976,0.058893898
243,attention_self_distil_____allergy_None_PCA_LSTM_padded_mice.pth,0.431452057,0.140246845,0.435056626,0.23809188,0.826980519,0.118339453,4.066004848,0.060047495,0.730095837,0.097510271
244,allergy_None_PCA_LSTM__mean.pth,0.40021538,0.146384681,0.354699896,0.163507046,0.839000722,0.122594462,0.692095262,0.004667072,0.730184986,0.061826033
245,allergy_None_PCA_LSTM__mice.pth,0.40021538,0.146384681,0.32979871,0.154907151,0.839000722,0.122594462,0.692095274,0.004667077,0.730530699,0.061556584
246,allergy_PCA_LSTM_padded_mean.pth,0.402820652,0.127005821,0.304482988,0.108502136,0.828369408,0.124675032,0.692277777,0.004433651,0.730904709,0.074374503
247,allergy_order__CNNLSTM_padded_mean.pth,0.40256017,0.134662917,0.291047123,0.116340288,0.829278499,0.123832272,0.691682845,0.004379292,0.731263208,0.083624492
248,allergy_order__CNNLSTM__mean.pth,0.40256017,0.134662917,0.291047123,0.116340288,0.829278499,0.123832272,0.691682845,0.004379292,0.731263208,0.083624492
249,allergy_PCA_LSTM_padded_mice.pth,0.401925547,0.128806646,0.303808385,0.1098377,0.828369408,0.124675032,0.692277783,0.004433636,0.731663334,0.075211495
250,allergy_PCA_LSTM__mean.pth,0.410402557,0.12340016,0.360821866,0.202755503,0.850869408,0.122774143,0.692229635,0.004429289,0.732044792,0.091439739
251,allergy_PCA_LSTM__mice.pth,0.410402557,0.12340016,0.362881363,0.202717632,0.850869408,0.122774143,0.692229629,0.004429276,0.732044792,0.091439739
252,allergy_None__LSTM__None.pth,0.452888744,0.14465328,0.528553391,0.244673385,0.804512987,0.124333478,0.666344231,0.008467122,0.732073089,0.081378192
253,attention_self_distil_____allergy_None_PCA_CNNLSTM_padded_GAIN.pth,0.412066496,0.138130966,0.354676274,0.168138032,0.838091631,0.123517249,3.947599339,0.049014186,0.732809582,0.058851897
254,allergy_PCA_LSTM__None.pth,0.415252926,0.138704338,0.35038612,0.198354725,0.831778499,0.12039223,0.692455614,0.004450803,0.733173402,0.082242601
255,allergy_order__LSTM_padded_mice.pth,0.410615977,0.127541893,0.358635621,0.140831683,0.856424964,0.125593418,0.690117669,0.004541967,0.734475449,0.064225543
256,_____allergy_None__CNNLSTM_padded_mice.pth,0.43178335,0.117406367,0.426828156,0.248624301,0.836222944,0.120470113,0.681368345,0.007262422,0.734792662,0.097816076
257,allergy_order__LSTM_padded_mean.pth,0.412467829,0.128952901,0.377187657,0.150731146,0.856424964,0.125593418,0.690117675,0.004541967,0.735260846,0.064229627
258,__conpool__allergy_None__CNNLSTM_padded_GAIN.pth,0.419366901,0.116836352,0.329105072,0.111975872,0.831226551,0.122666453,0.681821895,0.004876545,0.738022601,0.065747255
259,allergy_order__LSTM__mean.pth,0.433369235,0.102006372,0.355121111,0.110130522,0.856424964,0.125593418,0.690117443,0.004572362,0.738902948,0.072833983
260,allergy_order__LSTM__None.pth,0.433369235,0.102006372,0.355121111,0.110130522,0.856424964,0.125593418,0.690117443,0.004572362,0.738902948,0.072833983
261,allergy_order__LSTM__mice.pth,0.433369235,0.102006372,0.355121111,0.110130522,0.856424964,0.125593418,0.690117443,0.004572362,0.738902948,0.072833983
262,attention_self_distil_____allergy_None_PCA_LSTM__None.pth,0.422071182,0.149409445,0.362740184,0.163059879,0.833726551,0.119151903,4.06272974,0.030912528,0.739983224,0.064692755
263,attention_self_distil_____allergy_None_PCA_LSTM_padded_None.pth,0.422071182,0.149409445,0.362740184,0.163059879,0.833726551,0.119151903,4.06272974,0.030912528,0.739983224,0.064692755
264,attention_self_distil_____allergy_None__CNNLSTM_padded_mice.pth,0.445739651,0.138332423,0.384180352,0.135843957,0.829282107,0.129512589,4.132716703,0.239239541,0.740008397,0.098915504
265,attention_self_distil_____allergy_None_PCA_CNNLSTM_padded_mice.pth,0.445194216,0.142227281,0.400757576,0.183756954,0.839282107,0.122832685,3.951853514,0.025207297,0.740106152,0.092012347
266,attention_self_distil_____allergy_None_PCA_CNNLSTM_padded_None.pth,0.43565693,0.141926465,0.332099265,0.129754424,0.838091631,0.123517249,3.956822491,0.034179107,0.740785483,0.082417709
267,attention_self_distil_____allergy_None_PCA_CNNLSTM__None.pth,0.43565693,0.141926465,0.332099265,0.129754424,0.838091631,0.123517249,3.956822491,0.034179107,0.740785483,0.082417709
268,attention______allergy_None_PCA_LSTM_padded_GAIN.pth,0.424299697,0.130164733,0.385505219,0.144496117,0.819556277,0.119714622,0.713795495,0.024657964,0.741436069,0.06282601
269,allergy_order__CNNLSTM__mice.pth,0.407320599,0.130570764,0.289799551,0.108105299,0.829278499,0.123832272,0.691682845,0.004379292,0.742165818,0.070564536
270,allergy_order__CNNLSTM_padded_mice.pth,0.407320599,0.130570764,0.289799551,0.108105299,0.829278499,0.123832272,0.691682845,0.004379292,0.742165818,0.070564536
271,__conpool__allergy_None_PCA_CNNLSTM_padded_GAIN.pth,0.416198334,0.123464767,0.328237439,0.114114715,0.816580087,0.117945834,0.702243561,0.003741276,0.742435137,0.071359296
272,attention______allergy_None_PCA_CNNLSTM_padded_GAIN.pth,0.426445038,0.141543651,0.342491376,0.137452181,0.819556277,0.119714622,0.650007427,0.023686382,0.743641611,0.056169393
273,self_distil_____allergy_None__LSTM_padded_mice.pth,0.454022194,0.153389267,0.48428083,0.235977599,0.824834055,0.125981062,4.011232853,0.003334531,0.743647272,0.064764401
274,attention_self_distil_____allergy_None__LSTM__None.pth,0.462923404,0.143563954,0.428009005,0.226521991,0.849282107,0.123297309,4.124270391,0.175122908,0.743765072,0.081861924
275,attention_self_distil_____allergy_None__LSTM_padded_None.pth,0.462923404,0.143563954,0.428009005,0.226521991,0.849282107,0.123297309,4.124270391,0.175122908,0.743765072,0.081861924
276,attention_self_distil_____allergy_None_PCA_CNNLSTM_padded_mean.pth,0.439605436,0.133431795,0.383651696,0.144859309,0.839282107,0.122832685,3.95185349,0.02520736,0.744674866,0.094335698
277,attention_self_distil_____allergy_None__CNNLSTM_padded_None.pth,0.436215738,0.137836373,0.352304808,0.12479474,0.832536075,0.119802298,4.033407736,0.007697226,0.746290709,0.088591863
278,attention_self_distil_____allergy_None__CNNLSTM__None.pth,0.436215738,0.137836373,0.352304808,0.12479474,0.832536075,0.119802298,4.033407736,0.007697226,0.746290709,0.088591863
279,attention______allergy_None__CNNLSTM_padded_mean.pth,0.447454293,0.132319693,0.408359635,0.161572559,0.796461039,0.11244669,0.704901993,0.003534902,0.746720831,0.078035732
281,attention______allergy_None__LSTM_padded_GAIN.pth,0.420636123,0.128768712,0.320736972,0.131317329,0.797056277,0.115727581,0.702083737,0.013117132,0.748329387,0.060206454
282,attention______allergy_None__CNNLSTM_padded_GAIN.pth,0.426929375,0.126698743,0.410985273,0.246375993,0.809080087,0.120067361,0.711153704,0.014583513,0.74981353,0.063799318
283,attention_self_distil_____allergy_None__LSTM_padded_GAIN.pth,0.429219358,0.144253982,0.391251769,0.174615971,0.843924964,0.129288749,4.052512312,0.02293589,0.750068082,0.054963829
284,attention______allergy_None__CNNLSTM_padded_mice.pth,0.438807106,0.128523393,0.361976553,0.131510461,0.80241342,0.111273013,0.704901969,0.003534889,0.750466618,0.077489477
285,allergy__CNNLSTM__None.pth,0.428921202,0.126831598,0.524559885,0.266154133,0.834202742,0.124017129,0.679624122,0.007326432,0.750763274,0.082135216
286,allergy__CNNLSTM_padded_None.pth,0.428921202,0.126831598,0.524559885,0.266154133,0.834202742,0.124017129,0.679624122,0.007326432,0.750763274,0.082135216
287,attention_self_distil_____allergy_None_PCA_LSTM_padded_GAIN.pth,0.439731051,0.143358097,0.410241436,0.239569805,0.811222944,0.126948265,4.059025002,0.011453859,0.751238831,0.064684847
288,__conpool__allergy_None_PCA_CNNLSTM__None.pth,0.43216811,0.108017579,0.338403225,0.093400953,0.835393218,0.117609423,0.702509058,0.003705728,0.751607131,0.085327048
289,__conpool__allergy_None_PCA_CNNLSTM_padded_None.pth,0.43216811,0.108017579,0.338403225,0.093400953,0.835393218,0.117609423,0.702509058,0.003705728,0.751607131,0.085327048
291,allergy_None_PCA_LSTM_padded_GAIN.pth,0.433136404,0.120553276,0.383118045,0.22903008,0.789004329,0.118790269,0.692284948,0.004426822,0.752048291,0.070241737
292,____allergy_None_PCA_LSTM_padded_GAIN.pth,0.433136404,0.120553276,0.383118045,0.22903008,0.789004329,0.118790269,0.692284948,0.004426822,0.752048291,0.070241737
293,allergy_PCA_LSTM_padded_None.pth,0.433966593,0.121175581,0.383118045,0.22903008,0.789004329,0.118790269,0.692284948,0.004426822,0.752479326,0.071108577
294,____allergy_None_PCA_LSTM__None.pth,0.435275385,0.121957728,0.337718625,0.113330966,0.806147186,0.12050218,0.691936773,0.004343144,0.752774752,0.081658372
295,allergy_None_PCA_LSTM_padded_None.pth,0.435275385,0.121957728,0.337718625,0.113330966,0.806147186,0.12050218,0.691936773,0.004343144,0.752774752,0.081658372
296,____allergy_None_PCA_LSTM_padded_None.pth,0.435275385,0.121957728,0.337718625,0.113330966,0.806147186,0.12050218,0.691936773,0.004343144,0.752774752,0.081658372
297,__conpool__allergy_None__CNNLSTM__None.pth,0.431313365,0.120252488,0.367104792,0.137197272,0.821504329,0.11866801,0.682480359,0.004826157,0.753223059,0.076786722
298,__conpool__allergy_None__CNNLSTM_padded_None.pth,0.431313365,0.120252488,0.367104792,0.137197272,0.821504329,0.11866801,0.682480359,0.004826157,0.753223059,0.076786722
299,_____allergy_None_PCA_LSTM_padded_mice.pth,0.44172139,0.112827329,0.489856322,0.23797149,0.805468975,0.117149949,0.686751086,0.009685463,0.75383812,0.072362857
300,allergy_None_PCA_LSTM__None.pth,0.404072283,0.140826105,0.303392748,0.139552738,0.834635642,0.118228608,0.691978997,0.004613143,0.75408917,0.05855158
301,allergy_None__CNNLSTM__GAIN.pth,0.427059347,0.103303172,0.475817384,0.21016349,0.834202742,0.124017129,0.67962411,0.007326432,0.755815519,0.090262881
